event_ticker,market_ticker,checkpoint_offset_seconds,checkpoint_ts,model_probability,kalshi_yes_bid,kalshi_yes_ask,actual_result,kalshi_implied_vol,converted_dvol
KXBTCD-26SEP0718,KXBTCD-26SEP0718-T78899.99,1800,1788816600,0.9163824964509089,0.99,1.0,yes,0.2076095857309343,0.38689999999999997
KXBTCD-26SEP0718,KXBTCD-26SEP0718-T78899.99,600,1788817800,0.9774747258298521,0.99,1.0,yes,0.3006192747602912,0.38630000000000003
KXBTCD-26SEP0718,KXBTCD-26SEP0718-T78899.99,120,1788818280,0.999998807087268,0.99,1.0,yes,0.7073785248850624,0.38630000000000003
KXBTCD-26SEP0717,KXBTCD-26SEP0717-T79249.99,3600,1788811200,0.6328880421061657,0.72,0.73,no,0.22070906522674608,0.387
KXBTCD-26SEP0717,KXBTCD-26SEP0717-T79249.99,1800,1788813000,0.4504337285658288,0.29,0.3,no,142.55567523582977,0.38659999999999994
KXBTCD-26SEP0717,KXBTCD-26SEP0717-T79249.99,600,1788814200,0.4490654039786086,0.28,0.29,no,260.37604603127073,0.3865
KXBTCD-26SEP0717,KXBTCD-26SEP0717-T79249.99,120,1788814680,0.3197386984616365,0.08,0.09,no,1406.7617559865084,0.38689999999999997
KXBTCD-26SEP0716,KXBTCD-26SEP0716-T79199.99,3600,1788807600,0.49003845775167465,0.47,0.48,yes,11.595164963311865,0.3864
KXBTCD-26SEP0716,KXBTCD-26SEP0716-T79199.99,1800,1788809400,0.5603643315906526,0.64,0.65,yes,0.15930086256174938,0.38689999999999997
KXBTCD-26SEP0716,KXBTCD-26SEP0716-T79199.99,600,1788810600,0.8944923959433806,0.99,1.0,yes,0.1880174729692528,0.387
KXBTCD-26SEP0716,KXBTCD-26SEP0716-T79199.99,120,1788811080,0.9891720977191278,0.99,1.0,yes,0.3452003645506911,0.3872
KXBTCD-26SEP0715,KXBTCD-26SEP0715-T79399.99,3600,1788804000,0.27208878209030657,0.07,0.08,no,269.3031000458104,0.38659999999999994
KXBTCD-26SEP0715,KXBTCD-26SEP0715-T79399.99,1800,1788805800,0.11349660567975556,0.01,0.02,no,574.2647778992211,0.3868
KXBTCD-26SEP0715,KXBTCD-26SEP0715-T79399.99,600,1788807000,0.06737620756125978,0.0,0.01,no,1180.8430889547699,0.3868
KXBTCD-26SEP0715,KXBTCD-26SEP0715-T79399.99,120,1788807480,0.00031223281439751727,0.0,0.01,no,2640.4341050678668,0.3865
KXBTCD-26SEP0714,KXBTCD-26SEP0714-T79199.99,3600,1788800400,0.29094686256023305,0.14,0.15,no,197.86806035489155,0.3882
KXBTCD-26SEP0714,KXBTCD-26SEP0714-T79199.99,1800,1788802200,0.3529271371341336,0.24,0.25,no,182.53191876999864,0.38689999999999997
KXBTCD-26SEP0714,KXBTCD-26SEP0714-T79199.99,600,1788803400,0.4181794411960647,0.21,0.22,no,361.75877129014896,0.38689999999999997
KXBTCD-26SEP0714,KXBTCD-26SEP0714-T79199.99,120,1788803880,0.3687399195329687,0.02,0.03,no,2009.4467296060554,0.3865
KXBTCD-26SEP0713,KXBTCD-26SEP0713-T79199.99,3600,1788796800,0.14584852673270948,0.06,0.07,no,283.15462699164766,0.38770000000000004
KXBTCD-26SEP0713,KXBTCD-26SEP0713-T79199.99,1800,1788798600,0.055177167985186626,0.01,0.02,no,574.1949630321272,0.3875
KXBTCD-26SEP0713,KXBTCD-26SEP0713-T79199.99,600,1788799800,0.04966434911789852,0.0,0.01,no,1180.8194129056558,0.38799999999999996
KXBTCD-26SEP0713,KXBTCD-26SEP0713-T79199.99,120,1788800280,0.00013627133245364131,0.0,0.01,no,2640.3987786620696,0.3882
KXBTCD-26SEP0712,KXBTCD-26SEP0712-T78999.99,3600,1788793200,0.6944371709461501,0.8,0.81,no,0.22892090996799952,0.386
KXBTCD-26SEP0712,KXBTCD-26SEP0712-T78999.99,1800,1788795000,0.445010757694736,0.56,0.57,no,,0.3857
KXBTCD-26SEP0712,KXBTCD-26SEP0712-T78999.99,600,1788796200,0.12897557074485994,0.05,0.06,no,732.5279539980226,0.38799999999999996
KXBTCD-26SEP0712,KXBTCD-26SEP0712-T78999.99,120,1788796680,0.0044677575260501645,0.0,0.01,no,2640.5540065293003,0.3876
KXBTCD-26SEP0711,KXBTCD-26SEP0711-T78799.99,3600,1788789600,0.9618056786962326,0.97,0.99,yes,0.33220146508639653,0.3849
KXBTCD-26SEP0711,KXBTCD-26SEP0711-T78799.99,1800,1788791400,0.8167382717068608,0.89,0.9,yes,0.27812605979076077,0.3858
KXBTCD-26SEP0711,KXBTCD-26SEP0711-T78799.99,600,1788792600,0.9824864291318898,0.98,1.0,yes,0.3500747977105438,0.38630000000000003
KXBTCD-26SEP0711,KXBTCD-26SEP0711-T78799.99,120,1788793080,0.9999999999895166,0.99,1.0,yes,1.0035703046201332,0.386
KXBTCD-26SEP0710,KXBTCD-26SEP0710-T79199.99,3600,1788786000,0.8793968273680043,0.97,0.98,yes,0.23053313006555637,0.3851
KXBTCD-26SEP0710,KXBTCD-26SEP0710-T79199.99,1800,1788787800,0.9595685369908562,0.97,0.98,yes,0.3429708174494391,0.385
KXBTCD-26SEP0710,KXBTCD-26SEP0710-T79199.99,600,1788789000,0.8105608885222826,0.91,0.92,yes,0.24760869616060185,0.3859
KXBTCD-26SEP0710,KXBTCD-26SEP0710-T79199.99,120,1788789480,0.9983275302836918,0.99,1.0,yes,0.43796635666850103,0.3845
KXBTCD-26SEP0709,KXBTCD-26SEP0709-T79299.99,3600,1788782400,0.6454632682579434,0.8,0.81,yes,0.16653441870018285,0.382
KXBTCD-26SEP0709,KXBTCD-26SEP0709-T79299.99,1800,1788784200,0.8204104048895895,0.94,0.95,yes,0.21997067325568734,0.38299999999999995
KXBTCD-26SEP0709,KXBTCD-26SEP0709-T79299.99,600,1788785400,0.9579829903616164,0.98,0.99,yes,0.30522312067969554,0.3833
KXBTCD-26SEP0709,KXBTCD-26SEP0709-T79299.99,120,1788785880,0.9999999157249839,0.99,1.0,yes,0.7812850980530861,0.3848
KXBTCD-26SEP0708,KXBTCD-26SEP0708-T79599.99,3600,1788778800,0.21586958439833775,0.04,0.05,no,317.18418341555747,0.3822
KXBTCD-26SEP0708,KXBTCD-26SEP0708-T79599.99,1800,1788780600,0.23558366619300125,0.07,0.08,no,380.8909234267961,0.38189999999999996
KXBTCD-26SEP0708,KXBTCD-26SEP0708-T79599.99,600,1788781800,0.05769453507998756,0.01,0.02,no,994.7512933877226,0.3821
KXBTCD-26SEP0708,KXBTCD-26SEP0708-T79599.99,120,1788782280,0.0012936269152754587,0.0,0.01,no,2640.500583538879,0.382
KXBTCD-26SEP0707,KXBTCD-26SEP0707-T79399.99,3600,1788775200,0.4622685865368179,0.43,0.44,no,30.417595843290115,0.3815
KXBTCD-26SEP0707,KXBTCD-26SEP0707-T79399.99,1800,1788777000,0.514256390496427,0.54,0.55,no,0.12497305223429465,0.3815
KXBTCD-26SEP0707,KXBTCD-26SEP0707-T79399.99,600,1788778200,0.48913944209126214,0.54,0.55,no,,0.3818
KXBTCD-26SEP0707,KXBTCD-26SEP0707-T79399.99,120,1788778680,0.201330939980219,0.05,0.06,no,1638.3961615080834,0.3821
KXBTCD-26SEP0706,KXBTCD-26SEP0706-T79399.99,3600,1788771600,0.5427506047445251,0.57,0.58,no,0.2199184949903991,0.3825
KXBTCD-26SEP0706,KXBTCD-26SEP0706-T79399.99,1800,1788773400,0.5951128320411181,0.73,0.74,no,0.14716955559727588,0.382
KXBTCD-26SEP0706,KXBTCD-26SEP0706-T79399.99,600,1788774600,0.5806512248342315,0.6,0.61,no,0.29210018518299735,0.3815
KXBTCD-26SEP0706,KXBTCD-26SEP0706-T79399.99,120,1788775080,0.08779901450985067,0.02,0.03,no,2009.249089632355,0.38159999999999994
KXBTCD-26SEP0705,KXBTCD-26SEP0705-T79299.99,3600,1788768000,0.604102128893296,0.65,0.66,yes,0.25645173622647954,0.3858
KXBTCD-26SEP0705,KXBTCD-26SEP0705-T79299.99,1800,1788769800,0.7878334525499913,0.87,0.88,yes,0.2664540721769364,0.3833
KXBTCD-26SEP0705,KXBTCD-26SEP0705-T79299.99,600,1788771000,0.881126644943693,0.93,0.94,yes,0.2984191413525063,0.3826
KXBTCD-26SEP0705,KXBTCD-26SEP0705-T79299.99,120,1788771480,0.9919498167967848,0.99,1.0,yes,0.35728856236608014,0.3824
KXBTCD-26SEP0704,KXBTCD-26SEP0704-T79399.99,3600,1788764400,0.7574152557158731,0.93,0.94,no,0.17947391959381429,0.3884
KXBTCD-26SEP0704,KXBTCD-26SEP0704-T79399.99,1800,1788766200,0.6176359147581535,0.58,0.59,no,0.5382531876491988,0.38789999999999997
KXBTCD-26SEP0704,KXBTCD-26SEP0704-T79399.99,600,1788767400,0.24923560940044692,0.27,0.28,no,273.6465389644816,0.38670000000000004
KXBTCD-26SEP0704,KXBTCD-26SEP0704-T79399.99,120,1788767880,0.381496042037867,0.24,0.27,no,675.317042850227,0.3857
KXBTCD-26SEP0703,KXBTCD-26SEP0703-T79399.99,3600,1788760800,0.8529607575270092,0.97,0.98,yes,0.2084277342866836,0.38880000000000003
KXBTCD-26SEP0703,KXBTCD-26SEP0703-T79399.99,1800,1788762600,0.9222352907759446,0.98,0.99,yes,0.25402026619502666,0.38789999999999997
KXBTCD-26SEP0703,KXBTCD-26SEP0703-T79399.99,600,1788763800,0.9766340330492245,0.99,1.0,yes,0.29984648813564535,0.3883
KXBTCD-26SEP0703,KXBTCD-26SEP0703-T79399.99,120,1788764280,0.999996812480668,0.99,1.0,yes,0.6804642136239305,0.3884
KXBTCD-26SEP0702,KXBTCD-26SEP0702-T79599.99,3600,1788757200,0.6287463926469112,0.71,0.72,yes,0.2260394864671606,0.3892
KXBTCD-26SEP0702,KXBTCD-26SEP0702-T79599.99,1800,1788759000,0.8408978676211949,0.95,0.96,yes,0.22906443853553435,0.3887
KXBTCD-26SEP0702,KXBTCD-26SEP0702-T79599.99,600,1788760200,0.9195506078396836,0.99,1.0,yes,0.21160963806082925,0.3886
KXBTCD-26SEP0702,KXBTCD-26SEP0702-T79599.99,120,1788760680,0.9966715603577727,0.99,1.0,yes,0.40957980471167704,0.38880000000000003
KXBTCD-26SEP0701,KXBTCD-26SEP0701-T79699.99,3600,1788753600,0.39751905431233103,0.33,0.34,yes,79.53412358061918,0.3898
KXBTCD-26SEP0701,KXBTCD-26SEP0701-T79699.99,1800,1788755400,0.2905049619952381,0.25,0.26,yes,174.08562262461072,0.3895
KXBTCD-26SEP0701,KXBTCD-26SEP0701-T79699.99,600,1788756600,0.47317277443269645,0.34,0.35,yes,182.8179055476804,0.3892
KXBTCD-26SEP0701,KXBTCD-26SEP0701-T79699.99,120,1788757080,0.644932830491767,0.66,0.67,yes,0.33944612004573127,0.38909999999999995
KXBTCD-26SEP0700,KXBTCD-26SEP0700-T79699.99,3600,1788750000,0.6606742429845616,0.68,0.69,no,0.3361098232467995,0.39030000000000004
KXBTCD-26SEP0700,KXBTCD-26SEP0700-T79699.99,1800,1788751800,0.594383022054868,0.56,0.57,no,0.565856255848499,0.39039999999999997
KXBTCD-26SEP0700,KXBTCD-26SEP0700-T79699.99,600,1788753000,0.3710444893423259,0.22,0.23,no,346.2028681402997,0.39
KXBTCD-26SEP0700,KXBTCD-26SEP0700-T79699.99,120,1788753480,0.06976904034985365,0.18,0.19,no,918.4937191984923,0.3899
KXBTCD-26SEP0623,KXBTCD-26SEP0623-T79599.99,3600,1788746400,0.8436435362166363,0.94,0.95,yes,0.24685002275969217,0.39030000000000004
KXBTCD-26SEP0623,KXBTCD-26SEP0623-T79599.99,1800,1788748200,0.9754987467691297,0.98,0.99,yes,0.3539211053357777,0.3901
KXBTCD-26SEP0623,KXBTCD-26SEP0623-T79599.99,600,1788749400,0.9999985393626678,0.99,1.0,yes,0.7084541632286192,0.39039999999999997
KXBTCD-26SEP0623,KXBTCD-26SEP0623-T79599.99,120,1788749880,0.9999996243796789,0.99,1.0,yes,0.7497211200455566,0.39039999999999997
KXBTCD-26SEP0622,KXBTCD-26SEP0622-T79899.99,3600,1788742800,0.7677229281598117,0.82,0.83,yes,0.306709063467039,0.39149999999999996
KXBTCD-26SEP0622,KXBTCD-26SEP0622-T79899.99,1800,1788744600,0.5332429549791194,0.54,0.55,yes,0.29039708168751877,0.39039999999999997
KXBTCD-26SEP0622,KXBTCD-26SEP0622-T79899.99,600,1788745800,0.47476330617555906,0.34,0.35,yes,182.8216678047836,0.3901
KXBTCD-26SEP0622,KXBTCD-26SEP0622-T79899.99,120,1788746280,0.7701426663362899,0.97,0.98,yes,0.1472898260816355,0.39030000000000004
KXBTCD-26SEP0621,KXBTCD-26SEP0621-T79899.99,3600,1788739200,0.8648557366564151,0.87,0.88,yes,0.37677244171737334,0.3931
KXBTCD-26SEP0621,KXBTCD-26SEP0621-T79899.99,1800,1788741000,0.9436684629347817,0.93,0.94,yes,0.41055927847183804,0.39189999999999997
KXBTCD-26SEP0621,KXBTCD-26SEP0621-T79899.99,600,1788742200,0.9656148153397435,0.98,0.99,yes,0.3286250343704648,0.3918
KXBTCD-26SEP0621,KXBTCD-26SEP0621-T79899.99,120,1788742680,0.9997312431340228,0.99,1.0,yes,0.52604038633342,0.39149999999999996
KXBTCD-26SEP0620,KXBTCD-26SEP0620-T80199.99,3600,1788735600,0.3396821165995523,0.22,0.23,yes,141.19303764352156,0.39049999999999996
KXBTCD-26SEP0620,KXBTCD-26SEP0620-T80199.99,1800,1788737400,0.4591195495393824,0.34,0.35,yes,105.4880392040599,0.3914
KXBTCD-26SEP0620,KXBTCD-26SEP0620-T80199.99,600,1788738600,0.9767841424053644,0.98,0.99,yes,0.36085609333665986,0.3932
KXBTCD-26SEP0620,KXBTCD-26SEP0620-T80199.99,120,1788739080,0.9978668757291367,0.99,1.0,yes,0.43622522455603574,0.3932
KXBTCD-26SEP0619,KXBTCD-26SEP0619-T80399.99,3600,1788732000,0.07441741513242123,0.04,0.05,no,317.0284219684455,0.3908
KXBTCD-26SEP0619,KXBTCD-26SEP0619-T80399.99,1800,1788733800,0.007687898049876296,0.0,0.01,no,681.5226098203302,0.39020000000000005
KXBTCD-26SEP0619,KXBTCD-26SEP0619-T80399.99,600,1788735000,0.0032522117342465573,0.0,0.01,no,1180.6552522186246,0.39030000000000004
KXBTCD-26SEP0619,KXBTCD-26SEP0619-T80399.99,120,1788735480,5.336319119919608e-08,0.0,0.01,no,2640.141082957999,0.3907
KXBTCD-26SEP0618,KXBTCD-26SEP0618-T80099.99,3600,1788728400,0.3104191695977968,0.08,0.09,no,256.7221896608161,0.3906
KXBTCD-26SEP0618,KXBTCD-26SEP0618-T80099.99,1800,1788730200,0.19376158075881744,0.07,0.08,no,380.8477704552409,0.39030000000000004
KXBTCD-26SEP0618,KXBTCD-26SEP0618-T80099.99,600,1788731400,0.11517543025336663,0.05,0.06,no,732.5092818166099,0.3908
KXBTCD-26SEP0618,KXBTCD-26SEP0618-T80099.99,120,1788731880,0.010166139362311033,0.0,0.01,no,2640.595519791837,0.3907
KXBTCD-26SEP0617,KXBTCD-26SEP0617-T79999.99,3600,1788724800,0.3225607174106514,0.05,0.08,no,283.30635436365736,0.3895
KXBTCD-26SEP0617,KXBTCD-26SEP0617-T79999.99,1800,1788726600,0.395621708688789,0.23,0.25,no,186.83146234963957,0.3898
KXBTCD-26SEP0617,KXBTCD-26SEP0617-T79999.99,600,1788727800,0.3348048856964607,0.11,0.12,no,550.2492395645401,0.39039999999999997
KXBTCD-26SEP0617,KXBTCD-26SEP0617-T79999.99,120,1788728280,0.06452859232869207,0.0,0.01,no,2640.7171843714277,0.3908
KXBTCD-26SEP0616,KXBTCD-26SEP0616-T79899.99,3600,1788721200,0.5512714087101619,0.56,0.57,no,0.308240554803346,0.38909999999999995
KXBTCD-26SEP0616,KXBTCD-26SEP0616-T79899.99,1800,1788723000,0.4135764743874647,0.28,0.29,no,150.2292594232344,0.3896
KXBTCD-26SEP0616,KXBTCD-26SEP0616-T79899.99,600,1788724200,0.29756461589144456,0.03,0.04,no,830.6820457248899,0.3895
KXBTCD-26SEP0616,KXBTCD-26SEP0616-T79899.99,120,1788724680,0.07815238820221176,0.0,0.01,no,2640.733107420928,0.3895
KXBTCD-26SEP0615,KXBTCD-26SEP0615-T79899.99,3600,1788717600,0.33178022471514845,0.14,0.15,yes,197.91039206086393,0.3886
KXBTCD-26SEP0615,KXBTCD-26SEP0615-T79899.99,1800,1788719400,0.5485580543260887,0.56,0.57,yes,0.291633296381518,0.38909999999999995
KXBTCD-26SEP0615,KXBTCD-26SEP0615-T79899.99,600,1788720600,0.5986666362954927,0.71,0.72,yes,0.17164112863583805,0.38909999999999995
KXBTCD-26SEP0615,KXBTCD-26SEP0615-T79899.99,120,1788721080,0.8722439235869046,0.89,0.91,yes,0.34525526761199615,0.38909999999999995
KXBTCD-26SEP0614,KXBTCD-26SEP0614-T79999.99,3600,1788714000,0.16410817492032576,0.02,0.03,no,366.69156512898576,0.3887
KXBTCD-26SEP0614,KXBTCD-26SEP0614-T79999.99,1800,1788715800,0.09112246715139954,0.01,0.02,no,574.241121546992,0.38880000000000003
KXBTCD-26SEP0614,KXBTCD-26SEP0614-T79999.99,600,1788717000,0.030521238183437882,0.0,0.01,no,1180.7850588675858,0.3886
KXBTCD-26SEP0614,KXBTCD-26SEP0614-T79999.99,120,1788717480,1.1397253930067741e-05,0.0,0.01,no,2640.308167743052,0.3887
KXBTCD-26SEP0613,KXBTCD-26SEP0613-T79699.99,3600,1788710400,0.5317818209380729,0.54,0.55,no,0.27693077102519625,0.3876
KXBTCD-26SEP0613,KXBTCD-26SEP0613-T79699.99,1800,1788712200,0.5062661785698501,0.58,0.59,no,0.03100060742758034,0.38780000000000003
KXBTCD-26SEP0613,KXBTCD-26SEP0613-T79699.99,600,1788713400,0.5321889587544422,0.47,0.48,no,29.248723731449374,0.38799999999999996
KXBTCD-26SEP0613,KXBTCD-26SEP0613-T79699.99,120,1788713880,0.3577414861023649,0.02,0.04,no,1928.2656968086096,0.3885
KXBTCD-26SEP0612,KXBTCD-26SEP0612-T79699.99,3600,1788706800,0.23243687812108266,0.14,0.15,yes,197.80240301931087,0.3873
KXBTCD-26SEP0612,KXBTCD-26SEP0612-T79699.99,1800,1788708600,0.4373031193313357,0.33,0.34,yes,112.67015443262487,0.38770000000000004
KXBTCD-26SEP0612,KXBTCD-26SEP0612-T79699.99,600,1788709800,0.5454917859706143,0.48,0.49,yes,18.358328716931904,0.3875
KXBTCD-26SEP0612,KXBTCD-26SEP0612-T79699.99,120,1788710280,0.6698415068491328,0.39,0.42,yes,247.2111856391063,0.3876
KXBTCD-26SEP0611,KXBTCD-26SEP0611-T79699.99,3600,1788703200,0.6337726198040671,0.8,0.81,no,0.15480893626921935,0.3873
KXBTCD-26SEP0611,KXBTCD-26SEP0611-T79699.99,1800,1788705000,0.3758132755017907,0.43,0.44,no,42.56528682686861,0.3876
KXBTCD-26SEP0611,KXBTCD-26SEP0611-T79699.99,600,1788706200,0.5189290818602267,0.37,0.38,no,146.1610592179007,0.3876
KXBTCD-26SEP0611,KXBTCD-26SEP0611-T79699.99,120,1788706680,0.018508803434218013,0.01,0.02,no,2224.5789290519756,0.3874
KXBTCD-26SEP0610,KXBTCD-26SEP0610-T79599.99,3600,1788699600,0.8397592941607541,0.98,0.99,yes,0.17755193087689414,0.3872
KXBTCD-26SEP0610,KXBTCD-26SEP0610-T79599.99,1800,1788701400,0.8210141691846,0.97,0.98,yes,0.1821068658319444,0.38780000000000003
KXBTCD-26SEP0610,KXBTCD-26SEP0610-T79599.99,600,1788702600,0.9471414550821504,0.99,1.0,yes,0.24338312574004148,0.3874
KXBTCD-26SEP0610,KXBTCD-26SEP0610-T79599.99,120,1788703080,0.9987126403171804,0.99,1.0,yes,0.45322507878812135,0.3873
KXBTCD-26SEP0609,KXBTCD-26SEP0609-T79799.99,3600,1788696000,0.6439118787087186,0.91,0.92,yes,0.10459048553353882,0.387
KXBTCD-26SEP0609,KXBTCD-26SEP0609-T79799.99,1800,1788697800,0.7945235700570032,0.96,0.97,yes,0.1759535850948013,0.3872
KXBTCD-26SEP0609,KXBTCD-26SEP0609-T79799.99,600,1788699000,0.8870149459851602,0.99,1.0,yes,0.18215477042602968,0.3873
KXBTCD-26SEP0609,KXBTCD-26SEP0609-T79799.99,120,1788699480,0.9939797078295464,0.99,1.0,yes,0.3774505312536508,0.3872
KXBTCD-26SEP0608,KXBTCD-26SEP0608-T79899.99,3600,1788692400,0.6238691648004897,0.9,0.91,yes,0.0937608555166386,0.38689999999999997
KXBTCD-26SEP0608,KXBTCD-26SEP0608-T79899.99,1800,1788694200,0.5156523274696048,0.59,0.6,yes,0.06545564488259074,0.387
KXBTCD-26SEP0608,KXBTCD-26SEP0608-T79899.99,600,1788695400,0.6714917662695763,0.93,0.94,yes,0.11366201250990567,0.38689999999999997
KXBTCD-26SEP0608,KXBTCD-26SEP0608-T79899.99,120,1788695880,0.5296504234898146,0.93,0.94,yes,0.019110400694275116,0.387
KXBTCD-26SEP0607,KXBTCD-26SEP0607-T79899.99,3600,1788688800,0.5076368927816719,0.57,0.58,yes,0.04336494315453294,0.3871
KXBTCD-26SEP0607,KXBTCD-26SEP0607-T79899.99,1800,1788690600,0.6310445377973846,0.88,0.89,yes,0.10826123652674671,0.3868
KXBTCD-26SEP0607,KXBTCD-26SEP0607-T79899.99,600,1788691800,0.7738821317063345,0.97,0.98,yes,0.1484889737033991,0.3868
KXBTCD-26SEP0607,KXBTCD-26SEP0607-T79899.99,120,1788692280,0.9796589865210887,0.99,1.0,yes,0.30737249467923944,0.3868
KXBTCD-26SEP0606,KXBTCD-26SEP0606-T79999.99,3600,1788685200,0.32699006737610825,0.08,0.09,no,256.736551555563,0.3871
KXBTCD-26SEP0606,KXBTCD-26SEP0606-T79999.99,1800,1788687000,0.4968734346706461,0.41,0.43,no,53.434294763070724,0.38659999999999994
KXBTCD-26SEP0606,KXBTCD-26SEP0606-T79999.99,600,1788688200,0.16660569977040252,0.03,0.04,no,830.5895108804132,0.3871
KXBTCD-26SEP0606,KXBTCD-26SEP0606-T79999.99,120,1788688680,0.058735514084053975,0.0,0.01,no,2640.712202184253,0.3871
KXBTCD-26SEP0605,KXBTCD-26SEP0605-T79899.99,3600,1788681600,0.39923607900323765,0.27,0.28,no,111.72964405792887,0.3887
KXBTCD-26SEP0605,KXBTCD-26SEP0605-T79899.99,1800,1788683400,0.3337282184978364,0.15,0.16,no,268.59258384574923,0.3871
KXBTCD-26SEP0605,KXBTCD-26SEP0605-T79899.99,600,1788684600,0.20178831775536293,0.01,0.02,no,994.8795784279694,0.3871
KXBTCD-26SEP0605,KXBTCD-26SEP0605-T79899.99,120,1788685080,0.17658075152145036,0.01,0.02,no,2224.785626769826,0.3872
KXBTCD-26SEP0604,KXBTCD-26SEP0604-T79799.99,3600,1788678000,0.4672591370525196,0.43,0.45,yes,28.05253431172519,0.38799999999999996
KXBTCD-26SEP0604,KXBTCD-26SEP0604-T79799.99,1800,1788679800,0.5538318309865036,0.58,0.59,yes,0.2461787630109693,0.38799999999999996
KXBTCD-26SEP0604,KXBTCD-26SEP0604-T79799.99,600,1788681000,0.5614555658413685,0.84,0.85,yes,0.059439786659640705,0.3881
KXBTCD-26SEP0604,KXBTCD-26SEP0604-T79799.99,120,1788681480,0.6783817600387574,0.97,0.99,yes,0.08759540648864243,0.3881
KXBTCD-26SEP0603,KXBTCD-26SEP0603-T79799.99,3600,1788674400,0.6710596722291557,0.88,0.89,no,0.14390650788530246,0.3885
KXBTCD-26SEP0603,KXBTCD-26SEP0603-T79799.99,1800,1788676200,0.5053977811708388,0.74,0.75,no,0.008836114600517808,0.3882
KXBTCD-26SEP0603,KXBTCD-26SEP0603-T79799.99,600,1788677400,0.461367650722367,0.28,0.29,no,260.396888543001,0.3882
KXBTCD-26SEP0603,KXBTCD-26SEP0603-T79799.99,120,1788677880,0.2672204779855406,0.07,0.08,no,1475.7561136008424,0.38799999999999996
KXBTCD-26SEP0602,KXBTCD-26SEP0602-T79799.99,3600,1788670800,0.5998870566662854,0.81,0.82,yes,0.1104343945835632,0.3883
KXBTCD-26SEP0602,KXBTCD-26SEP0602-T79799.99,1800,1788672600,0.5881405529515854,0.81,0.82,yes,0.09708415765736118,0.3883
KXBTCD-26SEP0602,KXBTCD-26SEP0602-T79799.99,600,1788673800,0.9196307848351171,0.98,0.99,yes,0.251187096448727,0.3885
KXBTCD-26SEP0602,KXBTCD-26SEP0602-T79799.99,120,1788674280,0.992585518654079,0.99,1.0,yes,0.36749607933580997,0.3885
KXBTCD-26SEP0601,KXBTCD-26SEP0601-T79999.99,3600,1788667200,0.5189604879006442,0.62,0.63,no,0.06055141472376929,0.3892
KXBTCD-26SEP0601,KXBTCD-26SEP0601-T79999.99,1800,1788669000,0.35434910612921766,0.26,0.27,no,166.01874480359822,0.3892
KXBTCD-26SEP0601,KXBTCD-26SEP0601-T79999.99,600,1788670200,0.20824341679392117,0.07,0.08,no,659.8338579886124,0.3886
KXBTCD-26SEP0601,KXBTCD-26SEP0601-T79999.99,120,1788670680,0.01588425894380463,0.0,0.01,no,2640.6237444743483,0.3883
KXBTCD-26SEP0600,KXBTCD-26SEP0600-T79899.99,3600,1788663600,0.499785862378758,0.56,0.57,yes,0.003649924231350285,0.3884
KXBTCD-26SEP0600,KXBTCD-26SEP0600-T79899.99,1800,1788665400,0.576280236186292,0.57,0.58,yes,0.39541490768911647,0.38880000000000003
KXBTCD-26SEP0600,KXBTCD-26SEP0600-T79899.99,600,1788666600,0.7789761536106978,0.97,0.98,yes,0.15287376530837588,0.38939999999999997
KXBTCD-26SEP0600,KXBTCD-26SEP0600-T79899.99,120,1788667080,0.9810196520032083,0.99,1.0,yes,0.31358846854946665,0.3892
KXBTCD-26SEP0523,KXBTCD-26SEP0523-T79999.99,3600,1788660000,0.5046158152475678,0.54,0.55,no,0.04657415787348164,0.38689999999999997
KXBTCD-26SEP0523,KXBTCD-26SEP0523-T79999.99,1800,1788661800,0.36801766222981025,0.2,0.21,no,217.9484756426177,0.3871
KXBTCD-26SEP0523,KXBTCD-26SEP0523-T79999.99,600,1788663000,0.18178562605599446,0.04,0.05,no,777.1654064308754,0.387
KXBTCD-26SEP0523,KXBTCD-26SEP0523-T79999.99,120,1788663480,0.054537967013151445,0.0,0.01,no,2640.705974248478,0.3882
KXBTCD-26SEP0522,KXBTCD-26SEP0522-T79899.99,3600,1788656400,0.5082556857611121,0.53,0.54,yes,0.09953770815394684,0.3865
KXBTCD-26SEP0522,KXBTCD-26SEP0522-T79899.99,1800,1788658200,0.5293131040330599,0.63,0.64,yes,0.08396201904665751,0.38670000000000004
KXBTCD-26SEP0522,KXBTCD-26SEP0522-T79899.99,600,1788659400,0.5863394788353827,0.85,0.86,yes,0.07999498958165428,0.38659999999999994
KXBTCD-26SEP0522,KXBTCD-26SEP0522-T79899.99,120,1788659880,0.7409271934873283,0.96,0.97,yes,0.13809146698799626,0.387
KXBTCD-26SEP0521,KXBTCD-26SEP0521-T79999.99,3600,1788652800,0.29310549121196355,0.13,0.14,no,206.29176764460627,0.38659999999999994
KXBTCD-26SEP0521,KXBTCD-26SEP0521-T79999.99,1800,1788654600,0.3212600810208448,0.21,0.22,no,208.6929651617139,0.3864
KXBTCD-26SEP0521,KXBTCD-26SEP0521-T79999.99,600,1788655800,0.16340521911953593,0.01,0.02,no,994.8539658535859,0.3864
KXBTCD-26SEP0521,KXBTCD-26SEP0521-T79999.99,120,1788656280,0.023686467817910062,0.0,0.01,no,2640.64991273373,0.3865
KXBTCD-26SEP0520,KXBTCD-26SEP0520-T79899.99,3600,1788649200,0.3564399854831201,0.21,0.22,no,147.54938658343696,0.386
